,Date,Time,Aspect 0 of Phase A  State,Aspect 1 of Phase A  State,Aspect 2 of Phase A  State,Result,Phase
214,03-Jun-17,10:09:11,0,0,1,3,A
215,03-Jun-17,10:09:11,0,0,1,3,A
216,03-Jun-17,10:09:11,0,0,1,3,A
217,03-Jun-17,10:09:11,0,0,1,3,A
218,03-Jun-17,10:09:12,0,0,1,3,A
219,03-Jun-17,10:09:12,0,0,1,3,A
220,03-Jun-17,10:09:12,0,0,1,3,A
221,03-Jun-17,10:09:12,0,0,1,3,A
222,03-Jun-17,10:09:12,0,0,1,3,A
223,03-Jun-17,10:09:13,0,0,1,3,A
224,03-Jun-17,10:09:13,0,0,1,3,A
225,03-Jun-17,10:09:13,0,0,1,3,A
226,03-Jun-17,10:09:13,0,0,1,3,A
227,03-Jun-17,10:09:13,0,0,1,3,A
228,03-Jun-17,10:09:13,0,0,1,3,A
229,03-Jun-17,10:09:14,0,0,1,3,A
230,03-Jun-17,10:09:14,0,0,1,3,A
231,03-Jun-17,10:09:14,0,0,1,3,A
232,03-Jun-17,10:09:14,0,0,1,3,A
233,03-Jun-17,10:09:15,0,0,1,3,A
234,03-Jun-17,10:09:15,0,0,1,3,A
235,03-Jun-17,10:09:15,0,0,1,3,A
236,03-Jun-17,10:09:15,0,0,1,3,A
237,03-Jun-17,10:09:15,0,0,1,3,A
238,03-Jun-17,10:09:16,0,0,1,3,A
239,03-Jun-17,10:09:16,0,0,1,3,A
240,03-Jun-17,10:09:16,0,0,1,3,A
241,03-Jun-17,10:09:16,0,0,1,3,A
242,03-Jun-17,10:09:17,0,0,1,3,A
243,03-Jun-17,10:09:17,0,0,1,3,A
244,03-Jun-17,10:09:17,0,0,1,3,A
245,03-Jun-17,10:09:17,0,0,1,3,A
246,03-Jun-17,10:09:17,0,0,1,3,A
247,03-Jun-17,10:09:17,0,0,1,3,A
248,03-Jun-17,10:09:17,0,0,1,3,A
249,03-Jun-17,10:09:18,0,0,1,3,A
250,03-Jun-17,10:09:18,0,0,1,3,A
251,03-Jun-17,10:09:18,0,0,1,3,A
252,03-Jun-17,10:09:18,0,0,1,3,A
253,03-Jun-17,10:09:19,0,0,1,3,A
254,03-Jun-17,10:09:19,0,0,1,3,A
255,03-Jun-17,10:09:19,0,0,1,3,A
256,03-Jun-17,10:09:19,0,0,1,3,A
257,03-Jun-17,10:09:19,0,0,1,3,A
258,03-Jun-17,10:09:20,0,0,1,3,A
259,03-Jun-17,10:09:20,0,0,1,3,A
260,03-Jun-17,10:09:20,0,0,1,3,A
261,03-Jun-17,10:09:20,0,0,1,3,A
262,03-Jun-17,10:09:21,0,0,1,3,A
263,03-Jun-17,10:09:21,0,0,1,3,A
264,03-Jun-17,10:09:21,0,0,1,3,A
265,03-Jun-17,10:09:21,0,0,1,3,A
266,03-Jun-17,10:09:21,0,0,1,3,A
267,03-Jun-17,10:09:21,0,0,1,3,A
268,03-Jun-17,10:09:21,0,0,1,3,A
269,03-Jun-17,10:09:22,0,0,1,3,A
270,03-Jun-17,10:09:22,0,0,1,3,A
271,03-Jun-17,10:09:22,0,0,1,3,A
272,03-Jun-17,10:09:22,0,0,1,3,A
273,03-Jun-17,10:09:22,0,0,1,3,A
274,03-Jun-17,10:09:23,0,0,1,3,A
275,03-Jun-17,10:09:23,0,0,1,3,A
276,03-Jun-17,10:09:23,0,0,1,3,A
277,03-Jun-17,10:09:23,0,0,1,3,A
278,03-Jun-17,10:09:24,0,0,1,3,A
279,03-Jun-17,10:09:24,0,0,1,3,A
280,03-Jun-17,10:09:24,0,0,1,3,A
281,03-Jun-17,10:09:24,0,0,1,3,A
282,03-Jun-17,10:09:25,0,0,1,3,A
283,03-Jun-17,10:09:25,0,0,1,3,A
284,03-Jun-17,10:09:25,0,0,1,3,A
285,03-Jun-17,10:09:25,0,0,1,3,A
286,03-Jun-17,10:09:25,0,0,1,3,A
287,03-Jun-17,10:09:25,0,0,1,3,A
288,03-Jun-17,10:09:25,0,0,1,3,A
289,03-Jun-17,10:09:26,0,0,1,3,A
290,03-Jun-17,10:09:26,0,0,1,3,A
291,03-Jun-17,10:09:26,0,0,1,3,A
512,03-Jun-17,10:10:10,0,0,1,3,A
513,03-Jun-17,10:10:11,0,0,1,3,A
514,03-Jun-17,10:10:11,0,0,1,3,A
515,03-Jun-17,10:10:11,0,0,1,3,A
516,03-Jun-17,10:10:11,0,0,1,3,A
517,03-Jun-17,10:10:11,0,0,1,3,A
518,03-Jun-17,10:10:11,0,0,1,3,A
519,03-Jun-17,10:10:12,0,0,1,3,A
520,03-Jun-17,10:10:12,0,0,1,3,A
521,03-Jun-17,10:10:12,0,0,1,3,A
522,03-Jun-17,10:10:12,0,0,1,3,A
523,03-Jun-17,10:10:13,0,0,1,3,A
524,03-Jun-17,10:10:13,0,0,1,3,A
525,03-Jun-17,10:10:13,0,0,1,3,A
526,03-Jun-17,10:10:13,0,0,1,3,A
527,03-Jun-17,10:10:13,0,0,1,3,A
528,03-Jun-17,10:10:14,0,0,1,3,A
529,03-Jun-17,10:10:14,0,0,1,3,A
530,03-Jun-17,10:10:14,0,0,1,3,A
531,03-Jun-17,10:10:14,0,0,1,3,A
532,03-Jun-17,10:10:14,0,0,1,3,A
533,03-Jun-17,10:10:14,0,0,1,3,A
534,03-Jun-17,10:10:15,0,0,1,3,A
535,03-Jun-17,10:10:15,0,0,1,3,A
536,03-Jun-17,10:10:15,0,0,1,3,A
537,03-Jun-17,10:10:15,0,0,1,3,A
538,03-Jun-17,10:10:15,0,0,1,3,A
539,03-Jun-17,10:10:16,0,0,1,3,A
540,03-Jun-17,10:10:16,0,0,1,3,A
541,03-Jun-17,10:10:16,0,0,1,3,A
542,03-Jun-17,10:10:16,0,0,1,3,A
543,03-Jun-17,10:10:17,0,0,1,3,A
544,03-Jun-17,10:10:17,0,0,1,3,A
545,03-Jun-17,10:10:17,0,0,1,3,A
546,03-Jun-17,10:10:17,0,0,1,3,A
547,03-Jun-17,10:10:17,0,0,1,3,A
548,03-Jun-17,10:10:18,0,0,1,3,A
549,03-Jun-17,10:10:18,0,0,1,3,A
550,03-Jun-17,10:10:18,0,0,1,3,A
551,03-Jun-17,10:10:18,0,0,1,3,A
552,03-Jun-17,10:10:19,0,0,1,3,A
553,03-Jun-17,10:10:19,0,0,1,3,A
554,03-Jun-17,10:10:19,0,0,1,3,A
555,03-Jun-17,10:10:19,0,0,1,3,A
556,03-Jun-17,10:10:19,0,0,1,3,A
557,03-Jun-17,10:10:19,0,0,1,3,A
558,03-Jun-17,10:10:19,0,0,1,3,A
559,03-Jun-17,10:10:20,0,0,1,3,A
560,03-Jun-17,10:10:20,0,0,1,3,A
561,03-Jun-17,10:10:20,0,0,1,3,A
562,03-Jun-17,10:10:20,0,0,1,3,A
563,03-Jun-17,10:10:21,0,0,1,3,A
564,03-Jun-17,10:10:21,0,0,1,3,A
565,03-Jun-17,10:10:21,0,0,1,3,A
566,03-Jun-17,10:10:21,0,0,1,3,A
567,03-Jun-17,10:10:21,0,0,1,3,A
568,03-Jun-17,10:10:22,0,0,1,3,A
569,03-Jun-17,10:10:22,0,0,1,3,A
570,03-Jun-17,10:10:22,0,0,1,3,A
571,03-Jun-17,10:10:22,0,0,1,3,A
572,03-Jun-17,10:10:23,0,0,1,3,A
573,03-Jun-17,10:10:23,0,0,1,3,A
574,03-Jun-17,10:10:23,0,0,1,3,A
575,03-Jun-17,10:10:23,0,0,1,3,A
576,03-Jun-17,10:10:23,0,0,1,3,A
577,03-Jun-17,10:10:23,0,0,1,3,A
578,03-Jun-17,10:10:24,0,0,1,3,A
579,03-Jun-17,10:10:24,0,0,1,3,A
580,03-Jun-17,10:10:24,0,0,1,3,A
581,03-Jun-17,10:10:24,0,0,1,3,A
582,03-Jun-17,10:10:24,0,0,1,3,A
583,03-Jun-17,10:10:25,0,0,1,3,A
584,03-Jun-17,10:10:25,0,0,1,3,A
585,03-Jun-17,10:10:25,0,0,1,3,A
586,03-Jun-17,10:10:25,0,0,1,3,A
587,03-Jun-17,10:10:25,0,0,1,3,A
588,03-Jun-17,10:10:26,0,0,1,3,A
589,03-Jun-17,10:10:26,0,0,1,3,A
590,03-Jun-17,10:10:26,0,0,1,3,A
591,03-Jun-17,10:10:26,0,0,1,3,A
592,03-Jun-17,10:10:27,0,0,1,3,A
593,03-Jun-17,10:10:27,0,0,1,3,A
594,03-Jun-17,10:10:27,0,0,1,3,A
595,03-Jun-17,10:10:27,0,0,1,3,A
596,03-Jun-17,10:10:27,0,0,1,3,A
597,03-Jun-17,10:10:27,0,0,1,3,A
598,03-Jun-17,10:10:27,0,0,1,3,A
599,03-Jun-17,10:10:28,0,0,1,3,A
600,03-Jun-17,10:10:28,0,0,1,3,A
601,03-Jun-17,10:10:28,0,0,1,3,A
602,03-Jun-17,10:10:28,0,0,1,3,A
603,03-Jun-17,10:10:28,0,0,1,3,A
604,03-Jun-17,10:10:29,0,0,1,3,A
605,03-Jun-17,10:10:29,0,0,1,3,A
606,03-Jun-17,10:10:29,0,0,1,3,A
607,03-Jun-17,10:10:29,0,0,1,3,A
608,03-Jun-17,10:10:30,0,0,1,3,A
609,03-Jun-17,10:10:30,0,0,1,3,A
610,03-Jun-17,10:10:30,0,0,1,3,A
611,03-Jun-17,10:10:30,0,0,1,3,A
612,03-Jun-17,10:10:30,0,0,1,3,A
613,03-Jun-17,10:10:31,0,0,1,3,A
614,03-Jun-17,10:10:31,0,0,1,3,A
615,03-Jun-17,10:10:31,0,0,1,3,A
616,03-Jun-17,10:10:31,0,0,1,3,A
617,03-Jun-17,10:10:31,0,0,1,3,A
618,03-Jun-17,10:10:32,0,0,1,3,A
619,03-Jun-17,10:10:32,0,0,1,3,A
620,03-Jun-17,10:10:32,0,0,1,3,A
621,03-Jun-17,10:10:32,0,0,1,3,A
622,03-Jun-17,10:10:32,0,0,1,3,A
623,03-Jun-17,10:10:32,0,0,1,3,A
624,03-Jun-17,10:10:33,0,0,1,3,A
625,03-Jun-17,10:10:33,0,0,1,3,A
626,03-Jun-17,10:10:33,0,0,1,3,A
627,03-Jun-17,10:10:33,0,0,1,3,A
628,03-Jun-17,10:10:34,0,0,1,3,A
629,03-Jun-17,10:10:34,0,0,1,3,A
630,03-Jun-17,10:10:34,0,0,1,3,A
631,03-Jun-17,10:10:34,0,0,1,3,A
632,03-Jun-17,10:10:34,0,0,1,3,A
633,03-Jun-17,10:10:35,0,0,1,3,A
634,03-Jun-17,10:10:35,0,0,1,3,A
635,03-Jun-17,10:10:35,0,0,1,3,A
636,03-Jun-17,10:10:35,0,0,1,3,A
637,03-Jun-17,10:10:36,0,0,1,3,A
638,03-Jun-17,10:10:36,0,0,1,3,A
639,03-Jun-17,10:10:36,0,0,1,3,A
640,03-Jun-17,10:10:36,0,0,1,3,A
641,03-Jun-17,10:10:36,0,0,1,3,A
642,03-Jun-17,10:10:36,0,0,1,3,A
643,03-Jun-17,10:10:36,0,0,1,3,A
644,03-Jun-17,10:10:37,0,0,1,3,A
645,03-Jun-17,10:10:37,0,0,1,3,A
646,03-Jun-17,10:10:37,0,0,1,3,A
647,03-Jun-17,10:10:37,0,0,1,3,A
648,03-Jun-17,10:10:38,0,0,1,3,A
649,03-Jun-17,10:10:38,0,0,1,3,A
650,03-Jun-17,10:10:38,0,0,1,3,A
651,03-Jun-17,10:10:38,0,0,1,3,A
652,03-Jun-17,10:10:38,0,0,1,3,A
653,03-Jun-17,10:10:39,0,0,1,3,A
654,03-Jun-17,10:10:39,0,0,1,3,A
655,03-Jun-17,10:10:39,0,0,1,3,A
656,03-Jun-17,10:10:39,0,0,1,3,A
657,03-Jun-17,10:10:39,0,0,1,3,A
658,03-Jun-17,10:10:39,0,0,1,3,A
659,03-Jun-17,10:10:40,0,0,1,3,A
660,03-Jun-17,10:10:40,0,0,1,3,A
661,03-Jun-17,10:10:40,0,0,1,3,A
662,03-Jun-17,10:10:40,0,0,1,3,A
663,03-Jun-17,10:10:40,0,0,1,3,A
664,03-Jun-17,10:10:41,0,0,1,3,A
665,03-Jun-17,10:10:41,0,0,1,3,A
666,03-Jun-17,10:10:41,0,0,1,3,A
667,03-Jun-17,10:10:41,0,0,1,3,A
668,03-Jun-17,10:10:42,0,0,1,3,A
669,03-Jun-17,10:10:42,0,0,1,3,A
670,03-Jun-17,10:10:42,0,0,1,3,A
671,03-Jun-17,10:10:42,0,0,1,3,A
672,03-Jun-17,10:10:43,0,0,1,3,A
673,03-Jun-17,10:10:43,0,0,1,3,A
674,03-Jun-17,10:10:43,0,0,1,3,A
675,03-Jun-17,10:10:43,0,0,1,3,A
676,03-Jun-17,10:10:43,0,0,1,3,A
677,03-Jun-17,10:10:43,0,0,1,3,A
678,03-Jun-17,10:10:43,0,0,1,3,A
679,03-Jun-17,10:10:44,0,0,1,3,A
680,03-Jun-17,10:10:44,0,0,1,3,A
681,03-Jun-17,10:10:44,0,0,1,3,A
682,03-Jun-17,10:10:44,0,0,1,3,A
683,03-Jun-17,10:10:45,0,0,1,3,A
684,03-Jun-17,10:10:45,0,0,1,3,A
685,03-Jun-17,10:10:45,0,0,1,3,A
686,03-Jun-17,10:10:45,0,0,1,3,A
687,03-Jun-17,10:10:45,0,0,1,3,A
688,03-Jun-17,10:10:46,0,0,1,3,A
689,03-Jun-17,10:10:46,0,0,1,3,A
690,03-Jun-17,10:10:46,0,0,1,3,A
691,03-Jun-17,10:10:46,0,0,1,3,A
692,03-Jun-17,10:10:46,0,0,1,3,A
693,03-Jun-17,10:10:47,0,0,1,3,A
694,03-Jun-17,10:10:47,0,0,1,3,A
695,03-Jun-17,10:10:47,0,0,1,3,A
696,03-Jun-17,10:10:47,0,0,1,3,A
697,03-Jun-17,10:10:48,0,0,1,3,A
698,03-Jun-17,10:10:48,0,0,1,3,A
699,03-Jun-17,10:10:48,0,0,1,3,A
700,03-Jun-17,10:10:48,0,0,1,3,A
701,03-Jun-17,10:10:48,0,0,1,3,A
702,03-Jun-17,10:10:48,0,0,1,3,A
703,03-Jun-17,10:10:48,0,0,1,3,A
704,03-Jun-17,10:10:49,0,0,1,3,A
705,03-Jun-17,10:10:49,0,0,1,3,A
706,03-Jun-17,10:10:49,0,0,1,3,A
707,03-Jun-17,10:10:49,0,0,1,3,A
708,03-Jun-17,10:10:50,0,0,1,3,A
709,03-Jun-17,10:10:50,0,0,1,3,A
710,03-Jun-17,10:10:50,0,0,1,3,A
711,03-Jun-17,10:10:50,0,0,1,3,A
812,03-Jun-17,10:11:11,0,0,1,3,A
813,03-Jun-17,10:11:11,0,0,1,3,A
814,03-Jun-17,10:11:11,0,0,1,3,A
815,03-Jun-17,10:11:11,0,0,1,3,A
816,03-Jun-17,10:11:11,0,0,1,3,A
817,03-Jun-17,10:11:11,0,0,1,3,A
818,03-Jun-17,10:11:12,0,0,1,3,A
819,03-Jun-17,10:11:12,0,0,1,3,A
820,03-Jun-17,10:11:12,0,0,1,3,A
821,03-Jun-17,10:11:12,0,0,1,3,A
822,03-Jun-17,10:11:12,0,0,1,3,A
823,03-Jun-17,10:11:13,0,0,1,3,A
824,03-Jun-17,10:11:13,0,0,1,3,A
825,03-Jun-17,10:11:13,0,0,1,3,A
826,03-Jun-17,10:11:13,0,0,1,3,A
827,03-Jun-17,10:11:13,0,0,1,3,A
828,03-Jun-17,10:11:14,0,0,1,3,A
829,03-Jun-17,10:11:14,0,0,1,3,A
830,03-Jun-17,10:11:14,0,0,1,3,A
831,03-Jun-17,10:11:14,0,0,1,3,A
832,03-Jun-17,10:11:15,0,0,1,3,A
833,03-Jun-17,10:11:15,0,0,1,3,A
834,03-Jun-17,10:11:15,0,0,1,3,A
835,03-Jun-17,10:11:15,0,0,1,3,A
836,03-Jun-17,10:11:15,0,0,1,3,A
837,03-Jun-17,10:11:15,0,0,1,3,A
838,03-Jun-17,10:11:15,0,0,1,3,A
839,03-Jun-17,10:11:16,0,0,1,3,A
840,03-Jun-17,10:11:16,0,0,1,3,A
841,03-Jun-17,10:11:16,0,0,1,3,A
842,03-Jun-17,10:11:16,0,0,1,3,A
843,03-Jun-17,10:11:17,0,0,1,3,A
844,03-Jun-17,10:11:17,0,0,1,3,A
845,03-Jun-17,10:11:17,0,0,1,3,A
846,03-Jun-17,10:11:17,0,0,1,3,A
847,03-Jun-17,10:11:17,0,0,1,3,A
848,03-Jun-17,10:11:18,0,0,1,3,A
849,03-Jun-17,10:11:18,0,0,1,3,A
850,03-Jun-17,10:11:18,0,0,1,3,A
851,03-Jun-17,10:11:18,0,0,1,3,A
852,03-Jun-17,10:11:19,0,0,1,3,A
853,03-Jun-17,10:11:19,0,0,1,3,A
854,03-Jun-17,10:11:19,0,0,1,3,A
855,03-Jun-17,10:11:19,0,0,1,3,A
856,03-Jun-17,10:11:19,0,0,1,3,A
857,03-Jun-17,10:11:19,0,0,1,3,A
858,03-Jun-17,10:11:20,0,0,1,3,A
859,03-Jun-17,10:11:20,0,0,1,3,A
860,03-Jun-17,10:11:20,0,0,1,3,A
861,03-Jun-17,10:11:20,0,0,1,3,A
862,03-Jun-17,10:11:20,0,0,1,3,A
863,03-Jun-17,10:11:21,0,0,1,3,A
864,03-Jun-17,10:11:21,0,0,1,3,A
865,03-Jun-17,10:11:21,0,0,1,3,A
866,03-Jun-17,10:11:21,0,0,1,3,A
867,03-Jun-17,10:11:22,0,0,1,3,A
868,03-Jun-17,10:11:22,0,0,1,3,A
869,03-Jun-17,10:11:22,0,0,1,3,A
870,03-Jun-17,10:11:22,0,0,1,3,A
871,03-Jun-17,10:11:22,0,0,1,3,A
872,03-Jun-17,10:11:23,0,0,1,3,A
873,03-Jun-17,10:11:23,0,0,1,3,A
874,03-Jun-17,10:11:23,0,0,1,3,A
875,03-Jun-17,10:11:23,0,0,1,3,A
876,03-Jun-17,10:11:23,0,0,1,3,A
877,03-Jun-17,10:11:23,0,0,1,3,A
878,03-Jun-17,10:11:23,0,0,1,3,A
879,03-Jun-17,10:11:24,0,0,1,3,A
880,03-Jun-17,10:11:24,0,0,1,3,A
881,03-Jun-17,10:11:24,0,0,1,3,A
882,03-Jun-17,10:11:24,0,0,1,3,A
883,03-Jun-17,10:11:25,0,0,1,3,A
884,03-Jun-17,10:11:25,0,0,1,3,A
885,03-Jun-17,10:11:25,0,0,1,3,A
886,03-Jun-17,10:11:25,0,0,1,3,A
887,03-Jun-17,10:11:26,0,0,1,3,A
888,03-Jun-17,10:11:26,0,0,1,3,A
889,03-Jun-17,10:11:26,0,0,1,3,A
890,03-Jun-17,10:11:26,0,0,1,3,A
891,03-Jun-17,10:11:26,0,0,1,3,A
892,03-Jun-17,10:11:27,0,0,1,3,A
893,03-Jun-17,10:11:27,0,0,1,3,A
894,03-Jun-17,10:11:27,0,0,1,3,A
895,03-Jun-17,10:11:27,0,0,1,3,A
896,03-Jun-17,10:11:27,0,0,1,3,A
897,03-Jun-17,10:11:27,0,0,1,3,A
898,03-Jun-17,10:11:27,0,0,1,3,A
899,03-Jun-17,10:11:28,0,0,1,3,A
900,03-Jun-17,10:11:28,0,0,1,3,A
901,03-Jun-17,10:11:28,0,0,1,3,A
902,03-Jun-17,10:11:28,0,0,1,3,A
903,03-Jun-17,10:11:29,0,0,1,3,A
904,03-Jun-17,10:11:29,0,0,1,3,A
905,03-Jun-17,10:11:29,0,0,1,3,A
906,03-Jun-17,10:11:29,0,0,1,3,A
907,03-Jun-17,10:11:30,0,0,1,3,A
908,03-Jun-17,10:11:30,0,0,1,3,A
909,03-Jun-17,10:11:30,0,0,1,3,A
910,03-Jun-17,10:11:30,0,0,1,3,A
911,03-Jun-17,10:11:30,0,0,1,3,A
912,03-Jun-17,10:11:30,0,0,1,3,A
913,03-Jun-17,10:11:31,0,0,1,3,A
914,03-Jun-17,10:11:31,0,0,1,3,A
915,03-Jun-17,10:11:31,0,0,1,3,A
916,03-Jun-17,10:11:31,0,0,1,3,A
917,03-Jun-17,10:11:31,0,0,1,3,A
918,03-Jun-17,10:11:32,0,0,1,3,A
919,03-Jun-17,10:11:32,0,0,1,3,A
920,03-Jun-17,10:11:32,0,0,1,3,A
921,03-Jun-17,10:11:32,0,0,1,3,A
922,03-Jun-17,10:11:32,0,0,1,3,A
923,03-Jun-17,10:11:33,0,0,1,3,A
924,03-Jun-17,10:11:33,0,0,1,3,A
925,03-Jun-17,10:11:33,0,0,1,3,A
926,03-Jun-17,10:11:33,0,0,1,3,A
927,03-Jun-17,10:11:34,0,0,1,3,A
928,03-Jun-17,10:11:34,0,0,1,3,A
929,03-Jun-17,10:11:34,0,0,1,3,A
930,03-Jun-17,10:11:34,0,0,1,3,A
931,03-Jun-17,10:11:34,0,0,1,3,A
932,03-Jun-17,10:11:34,0,0,1,3,A
933,03-Jun-17,10:11:34,0,0,1,3,A
934,03-Jun-17,10:11:35,0,0,1,3,A
935,03-Jun-17,10:11:35,0,0,1,3,A
936,03-Jun-17,10:11:35,0,0,1,3,A
937,03-Jun-17,10:11:35,0,0,1,3,A
938,03-Jun-17,10:11:36,0,0,1,3,A
939,03-Jun-17,10:11:36,0,0,1,3,A
940,03-Jun-17,10:11:36,0,0,1,3,A
941,03-Jun-17,10:11:36,0,0,1,3,A
942,03-Jun-17,10:11:37,0,0,1,3,A
943,03-Jun-17,10:11:37,0,0,1,3,A
944,03-Jun-17,10:11:37,0,0,1,3,A
945,03-Jun-17,10:11:37,0,0,1,3,A
946,03-Jun-17,10:11:37,0,0,1,3,A
