,Date,Time,Aspect 0 of Phase G  State,Aspect 1 of Phase G  State,Aspect 2 of Phase G  State,Result,Phase
474,24-Jun-17,16:51:08,1,0,0,Red,G
475,24-Jun-17,16:51:08,1,0,0,Red,G
476,24-Jun-17,16:51:08,1,0,0,Red,G
477,24-Jun-17,16:51:09,1,0,0,Red,G
478,24-Jun-17,16:51:09,1,0,0,Red,G
479,24-Jun-17,16:51:09,1,0,0,Red,G
480,24-Jun-17,16:51:09,1,0,0,Red,G
481,24-Jun-17,16:51:09,1,0,0,Red,G
482,24-Jun-17,16:51:09,1,0,0,Red,G
483,24-Jun-17,16:51:10,1,0,0,Red,G
484,24-Jun-17,16:51:10,1,0,0,Red,G
485,24-Jun-17,16:51:10,1,0,0,Red,G
486,24-Jun-17,16:51:10,1,0,0,Red,G
487,24-Jun-17,16:51:10,1,0,0,Red,G
488,24-Jun-17,16:51:11,1,0,0,Red,G
489,24-Jun-17,16:51:11,1,0,0,Red,G
490,24-Jun-17,16:51:11,1,0,0,Red,G
491,24-Jun-17,16:51:11,1,0,0,Red,G
492,24-Jun-17,16:51:12,1,0,0,Red,G
493,24-Jun-17,16:51:12,1,0,0,Red,G
494,24-Jun-17,16:51:12,1,0,0,Red,G
495,24-Jun-17,16:51:12,1,0,0,Red,G
496,24-Jun-17,16:51:13,1,0,0,Red,G
497,24-Jun-17,16:51:13,1,0,0,Red,G
498,24-Jun-17,16:51:13,1,0,0,Red,G
499,24-Jun-17,16:51:13,1,0,0,Red,G
500,24-Jun-17,16:51:13,1,0,0,Red,G
501,24-Jun-17,16:51:13,1,0,0,Red,G
502,24-Jun-17,16:51:13,1,0,0,Red,G
503,24-Jun-17,16:51:14,1,0,0,Red,G
504,24-Jun-17,16:51:14,1,0,0,Red,G
505,24-Jun-17,16:51:14,1,0,0,Red,G
506,24-Jun-17,16:51:14,1,0,0,Red,G
507,24-Jun-17,16:51:15,1,0,0,Red,G
508,24-Jun-17,16:51:15,1,0,0,Red,G
509,24-Jun-17,16:51:15,1,0,0,Red,G
510,24-Jun-17,16:51:15,1,0,0,Red,G
511,24-Jun-17,16:51:15,1,0,0,Red,G
512,24-Jun-17,16:51:16,1,0,0,Red,G
513,24-Jun-17,16:51:16,1,0,0,Red,G
514,24-Jun-17,16:51:16,1,0,0,Red,G
515,24-Jun-17,16:51:16,1,0,0,Red,G
516,24-Jun-17,16:51:16,1,0,0,Red,G
517,24-Jun-17,16:51:16,1,0,0,Red,G
518,24-Jun-17,16:51:17,1,0,0,Red,G
519,24-Jun-17,16:51:17,1,0,0,Red,G
520,24-Jun-17,16:51:17,1,0,0,Red,G
521,24-Jun-17,16:51:17,1,0,0,Red,G
522,24-Jun-17,16:51:17,1,0,0,Red,G
523,24-Jun-17,16:51:18,1,0,0,Red,G
524,24-Jun-17,16:51:18,1,0,0,Red,G
525,24-Jun-17,16:51:18,1,0,0,Red,G
526,24-Jun-17,16:51:18,1,0,0,Red,G
527,24-Jun-17,16:51:19,1,0,0,Red,G
528,24-Jun-17,16:51:19,1,0,0,Red,G
529,24-Jun-17,16:51:19,1,0,0,Red,G
530,24-Jun-17,16:51:19,1,0,0,Red,G
531,24-Jun-17,16:51:19,1,0,0,Red,G
532,24-Jun-17,16:51:20,1,0,0,Red,G
533,24-Jun-17,16:51:20,1,0,0,Red,G
534,24-Jun-17,16:51:20,1,0,0,Red,G
535,24-Jun-17,16:51:20,1,0,0,Red,G
536,24-Jun-17,16:51:20,1,0,0,Red,G
537,24-Jun-17,16:51:20,1,0,0,Red,G
538,24-Jun-17,16:51:21,1,0,0,Red,G
539,24-Jun-17,16:51:21,1,0,0,Red,G
540,24-Jun-17,16:51:21,1,0,0,Red,G
541,24-Jun-17,16:51:21,1,0,0,Red,G
542,24-Jun-17,16:51:21,1,0,0,Red,G
543,24-Jun-17,16:51:22,1,0,0,Red,G
544,24-Jun-17,16:51:22,1,0,0,Red,G
545,24-Jun-17,16:51:22,1,0,0,Red,G
546,24-Jun-17,16:51:22,1,0,0,Red,G
547,24-Jun-17,16:51:23,1,0,0,Red,G
548,24-Jun-17,16:51:23,1,0,0,Red,G
549,24-Jun-17,16:51:23,1,0,0,Red,G
550,24-Jun-17,16:51:23,1,0,0,Red,G
551,24-Jun-17,16:51:23,1,0,0,Red,G
552,24-Jun-17,16:51:24,1,0,0,Red,G
553,24-Jun-17,16:51:24,1,0,0,Red,G
554,24-Jun-17,16:51:24,1,0,0,Red,G
555,24-Jun-17,16:51:24,1,0,0,Red,G
556,24-Jun-17,16:51:24,1,0,0,Red,G
557,24-Jun-17,16:51:24,1,0,0,Red,G
558,24-Jun-17,16:51:25,1,0,0,Red,G
559,24-Jun-17,16:51:25,1,0,0,Red,G
560,24-Jun-17,16:51:25,1,0,0,Red,G
561,24-Jun-17,16:51:25,1,0,0,Red,G
562,24-Jun-17,16:51:25,1,0,0,Red,G
563,24-Jun-17,16:51:26,1,0,0,Red,G
564,24-Jun-17,16:51:26,1,0,0,Red,G
565,24-Jun-17,16:51:26,1,0,0,Red,G
566,24-Jun-17,16:51:26,1,0,0,Red,G
567,24-Jun-17,16:51:27,1,0,0,Red,G
568,24-Jun-17,16:51:27,1,0,0,Red,G
569,24-Jun-17,16:51:27,1,0,0,Red,G
570,24-Jun-17,16:51:27,1,0,0,Red,G
571,24-Jun-17,16:51:28,1,0,0,Red,G
572,24-Jun-17,16:51:28,1,0,0,Red,G
573,24-Jun-17,16:51:28,1,0,0,Red,G
574,24-Jun-17,16:51:28,1,0,0,Red,G
575,24-Jun-17,16:51:28,1,0,0,Red,G
576,24-Jun-17,16:51:28,1,0,0,Red,G
577,24-Jun-17,16:51:28,1,0,0,Red,G
578,24-Jun-17,16:51:29,1,0,0,Red,G
579,24-Jun-17,16:51:29,1,0,0,Red,G
580,24-Jun-17,16:51:29,1,0,0,Red,G
581,24-Jun-17,16:51:29,1,0,0,Red,G
582,24-Jun-17,16:51:30,1,0,0,Red,G
583,24-Jun-17,16:51:30,1,0,0,Red,G
584,24-Jun-17,16:51:30,1,0,0,Red,G
585,24-Jun-17,16:51:30,1,0,0,Red,G
586,24-Jun-17,16:51:30,1,0,0,Red,G
587,24-Jun-17,16:51:31,1,0,0,Red,G
588,24-Jun-17,16:51:31,1,0,0,Red,G
589,24-Jun-17,16:51:31,1,0,0,Red,G
590,24-Jun-17,16:51:31,1,0,0,Red,G
591,24-Jun-17,16:51:31,1,0,0,Red,G
592,24-Jun-17,16:51:31,1,0,0,Red,G
593,24-Jun-17,16:51:32,1,0,0,Red,G
594,24-Jun-17,16:51:32,1,0,0,Red,G
595,24-Jun-17,16:51:32,1,0,0,Red,G
596,24-Jun-17,16:51:32,1,0,0,Red,G
597,24-Jun-17,16:51:32,1,0,0,Red,G
598,24-Jun-17,16:51:33,1,0,0,Red,G
599,24-Jun-17,16:51:33,1,0,0,Red,G
600,24-Jun-17,16:51:33,1,0,0,Red,G
601,24-Jun-17,16:51:33,1,0,0,Red,G
602,24-Jun-17,16:51:34,1,0,0,Red,G
603,24-Jun-17,16:51:34,1,0,0,Red,G
604,24-Jun-17,16:51:34,1,0,0,Red,G
605,24-Jun-17,16:51:34,1,0,0,Red,G
606,24-Jun-17,16:51:34,1,0,0,Red,G
607,24-Jun-17,16:51:35,1,0,0,Red,G
608,24-Jun-17,16:51:35,1,0,0,Red,G
609,24-Jun-17,16:51:35,1,0,0,Red,G
610,24-Jun-17,16:51:35,1,0,0,Red,G
611,24-Jun-17,16:51:36,1,0,0,Red,G
612,24-Jun-17,16:51:36,1,0,0,Red,G
613,24-Jun-17,16:51:36,1,0,0,Red,G
614,24-Jun-17,16:51:36,1,0,0,Red,G
615,24-Jun-17,16:51:36,1,0,0,Red,G
616,24-Jun-17,16:51:36,1,0,0,Red,G
617,24-Jun-17,16:51:36,1,0,0,Red,G
618,24-Jun-17,16:51:37,1,0,0,Red,G
619,24-Jun-17,16:51:37,1,0,0,Red,G
620,24-Jun-17,16:51:37,1,0,0,Red,G
621,24-Jun-17,16:51:37,1,0,0,Red,G
622,24-Jun-17,16:51:37,1,0,0,Red,G
623,24-Jun-17,16:51:38,1,0,0,Red,G
624,24-Jun-17,16:51:38,1,0,0,Red,G
625,24-Jun-17,16:51:38,1,0,0,Red,G
626,24-Jun-17,16:51:38,1,0,0,Red,G
627,24-Jun-17,16:51:39,1,0,0,Red,G
628,24-Jun-17,16:51:39,1,0,0,Red,G
629,24-Jun-17,16:51:39,1,0,0,Red,G
630,24-Jun-17,16:51:39,1,0,0,Red,G
631,24-Jun-17,16:51:40,1,0,0,Red,G
632,24-Jun-17,16:51:40,1,0,0,Red,G
633,24-Jun-17,16:51:40,1,0,0,Red,G
634,24-Jun-17,16:51:40,1,0,0,Red,G
635,24-Jun-17,16:51:40,1,0,0,Red,G
636,24-Jun-17,16:51:40,1,0,0,Red,G
637,24-Jun-17,16:51:40,1,0,0,Red,G
638,24-Jun-17,16:51:41,1,0,0,Red,G
639,24-Jun-17,16:51:41,1,0,0,Red,G
640,24-Jun-17,16:51:41,1,0,0,Red,G
641,24-Jun-17,16:51:41,1,0,0,Red,G
642,24-Jun-17,16:51:42,1,0,0,Red,G
643,24-Jun-17,16:51:42,1,0,0,Red,G
644,24-Jun-17,16:51:42,1,0,0,Red,G
645,24-Jun-17,16:51:42,1,0,0,Red,G
646,24-Jun-17,16:51:42,1,0,0,Red,G
647,24-Jun-17,16:51:43,1,0,0,Red,G
648,24-Jun-17,16:51:43,1,0,0,Red,G
649,24-Jun-17,16:51:43,1,0,0,Red,G
650,24-Jun-17,16:51:43,1,0,0,Red,G
651,24-Jun-17,16:51:44,1,0,0,Red,G
652,24-Jun-17,16:51:44,1,0,0,Red,G
653,24-Jun-17,16:51:44,1,0,0,Red,G
654,24-Jun-17,16:51:44,1,0,0,Red,G
655,24-Jun-17,16:51:44,1,0,0,Red,G
656,24-Jun-17,16:51:44,1,0,0,Red,G
657,24-Jun-17,16:51:44,1,0,0,Red,G
658,24-Jun-17,16:51:45,1,0,0,Red,G
659,24-Jun-17,16:51:45,1,0,0,Red,G
660,24-Jun-17,16:51:45,1,0,0,Red,G
661,24-Jun-17,16:51:45,1,0,0,Red,G
662,24-Jun-17,16:51:46,1,0,0,Red,G
663,24-Jun-17,16:51:46,1,0,0,Red,G
664,24-Jun-17,16:51:46,1,0,0,Red,G
665,24-Jun-17,16:51:46,1,0,0,Red,G
666,24-Jun-17,16:51:46,1,0,0,Red,G
667,24-Jun-17,16:51:47,1,0,0,Red,G
668,24-Jun-17,16:51:47,1,0,0,Red,G
669,24-Jun-17,16:51:47,1,0,0,Red,G
670,24-Jun-17,16:51:47,1,0,0,Red,G
671,24-Jun-17,16:51:47,1,0,0,Red,G
672,24-Jun-17,16:51:47,1,0,0,Red,G
673,24-Jun-17,16:51:48,1,0,0,Red,G
674,24-Jun-17,16:51:48,1,0,0,Red,G
675,24-Jun-17,16:51:48,1,0,0,Red,G
676,24-Jun-17,16:51:48,1,0,0,Red,G
677,24-Jun-17,16:51:48,1,0,0,Red,G
678,24-Jun-17,16:51:49,1,0,0,Red,G
679,24-Jun-17,16:51:49,1,0,0,Red,G
680,24-Jun-17,16:51:49,1,0,0,Red,G
681,24-Jun-17,16:51:49,1,0,0,Red,G
682,24-Jun-17,16:51:50,1,0,0,Red,G
683,24-Jun-17,16:51:50,1,0,0,Red,G
684,24-Jun-17,16:51:50,1,0,0,Red,G
685,24-Jun-17,16:51:50,1,0,0,Red,G
686,24-Jun-17,16:51:50,1,0,0,Red,G
687,24-Jun-17,16:51:51,1,0,0,Red,G
688,24-Jun-17,16:51:51,1,0,0,Red,G
689,24-Jun-17,16:51:51,1,0,0,Red,G
690,24-Jun-17,16:51:51,1,0,0,Red,G
691,24-Jun-17,16:51:51,1,0,0,Red,G
692,24-Jun-17,16:51:51,1,0,0,Red,G
693,24-Jun-17,16:51:52,1,0,0,Red,G
694,24-Jun-17,16:51:52,1,0,0,Red,G
695,24-Jun-17,16:51:52,1,0,0,Red,G
696,24-Jun-17,16:51:52,1,0,0,Red,G
697,24-Jun-17,16:51:52,1,0,0,Red,G
698,24-Jun-17,16:51:53,1,0,0,Red,G
699,24-Jun-17,16:51:53,1,0,0,Red,G
700,24-Jun-17,16:51:53,1,0,0,Red,G
701,24-Jun-17,16:51:53,1,0,0,Red,G
702,24-Jun-17,16:51:54,1,0,0,Red,G
703,24-Jun-17,16:51:54,1,0,0,Red,G
704,24-Jun-17,16:51:54,1,0,0,Red,G
705,24-Jun-17,16:51:54,1,0,0,Red,G
706,24-Jun-17,16:51:55,1,0,0,Red,G
707,24-Jun-17,16:51:55,1,0,0,Red,G
708,24-Jun-17,16:51:55,1,0,0,Red,G
709,24-Jun-17,16:51:55,1,0,0,Red,G
710,24-Jun-17,16:51:55,1,0,0,Red,G
711,24-Jun-17,16:51:55,1,0,0,Red,G
712,24-Jun-17,16:51:55,1,0,0,Red,G
713,24-Jun-17,16:51:56,1,0,0,Red,G
714,24-Jun-17,16:51:56,1,0,0,Red,G
715,24-Jun-17,16:51:56,1,0,0,Red,G
716,24-Jun-17,16:51:56,1,0,0,Red,G
717,24-Jun-17,16:51:56,1,0,0,Red,G
718,24-Jun-17,16:51:57,1,0,0,Red,G
719,24-Jun-17,16:51:57,1,0,0,Red,G
720,24-Jun-17,16:51:57,1,0,0,Red,G
721,24-Jun-17,16:51:57,1,0,0,Red,G
722,24-Jun-17,16:51:58,1,0,0,Red,G
723,24-Jun-17,16:51:58,1,0,0,Red,G
724,24-Jun-17,16:51:58,1,0,0,Red,G
725,24-Jun-17,16:51:58,1,0,0,Red,G
726,24-Jun-17,16:51:59,1,0,0,Red,G
727,24-Jun-17,16:51:59,1,0,0,Red,G
728,24-Jun-17,16:51:59,1,0,0,Red,G
729,24-Jun-17,16:51:59,1,0,0,Red,G
730,24-Jun-17,16:51:59,1,0,0,Red,G
731,24-Jun-17,16:51:59,1,0,0,Red,G
732,24-Jun-17,16:51:59,1,0,0,Red,G
733,24-Jun-17,16:52:00,1,0,0,Red,G
734,24-Jun-17,16:52:00,1,0,0,Red,G
735,24-Jun-17,16:52:00,1,0,0,Red,G
736,24-Jun-17,16:52:00,1,0,0,Red,G
737,24-Jun-17,16:52:01,1,0,0,Red,G
738,24-Jun-17,16:52:01,1,0,0,Red,G
739,24-Jun-17,16:52:01,1,0,0,Red,G
740,24-Jun-17,16:52:01,1,0,0,Red,G
741,24-Jun-17,16:52:01,1,0,0,Red,G
742,24-Jun-17,16:52:02,1,0,0,Red,G
743,24-Jun-17,16:52:02,1,0,0,Red,G
744,24-Jun-17,16:52:02,1,0,0,Red,G
745,24-Jun-17,16:52:02,1,0,0,Red,G
746,24-Jun-17,16:52:03,1,0,0,Red,G
747,24-Jun-17,16:52:03,1,0,0,Red,G
748,24-Jun-17,16:52:03,1,0,0,Red,G
749,24-Jun-17,16:52:03,1,0,0,Red,G
750,24-Jun-17,16:52:03,1,0,0,Red,G
751,24-Jun-17,16:52:03,1,0,0,Red,G
752,24-Jun-17,16:52:03,1,0,0,Red,G
753,24-Jun-17,16:52:04,1,0,0,Red,G
754,24-Jun-17,16:52:04,1,0,0,Red,G
755,24-Jun-17,16:52:04,1,0,0,Red,G
756,24-Jun-17,16:52:04,1,0,0,Red,G
757,24-Jun-17,16:52:05,1,0,0,Red,G
758,24-Jun-17,16:52:05,1,0,0,Red,G
759,24-Jun-17,16:52:05,1,0,0,Red,G
760,24-Jun-17,16:52:05,1,0,0,Red,G
761,24-Jun-17,16:52:05,1,0,0,Red,G
762,24-Jun-17,16:52:06,1,0,0,Red,G
763,24-Jun-17,16:52:06,1,0,0,Red,G
764,24-Jun-17,16:52:06,1,0,0,Red,G
765,24-Jun-17,16:52:06,1,0,0,Red,G
766,24-Jun-17,16:52:06,1,0,0,Red,G
767,24-Jun-17,16:52:06,1,0,0,Red,G
768,24-Jun-17,16:52:07,1,0,0,Red,G
769,24-Jun-17,16:52:07,1,0,0,Red,G
770,24-Jun-17,16:52:07,1,0,0,Red,G
771,24-Jun-17,16:52:07,1,0,0,Red,G
772,24-Jun-17,16:52:07,1,0,0,Red,G
773,24-Jun-17,16:52:08,1,0,0,Red,G
774,24-Jun-17,16:52:08,1,0,0,Red,G
775,24-Jun-17,16:52:08,1,0,0,Red,G
776,24-Jun-17,16:52:08,1,0,0,Red,G
777,24-Jun-17,16:52:09,1,0,0,Red,G
778,24-Jun-17,16:52:09,1,0,0,Red,G
779,24-Jun-17,16:52:09,1,0,0,Red,G
780,24-Jun-17,16:52:09,1,0,0,Red,G
781,24-Jun-17,16:52:09,1,0,0,Red,G
782,24-Jun-17,16:52:10,1,0,0,Red,G
783,24-Jun-17,16:52:10,1,0,0,Red,G
784,24-Jun-17,16:52:10,1,0,0,Red,G
785,24-Jun-17,16:52:10,1,0,0,Red,G
786,24-Jun-17,16:52:10,1,0,0,Red,G
787,24-Jun-17,16:52:10,1,0,0,Red,G
788,24-Jun-17,16:52:11,1,0,0,Red,G
789,24-Jun-17,16:52:11,1,0,0,Red,G
790,24-Jun-17,16:52:11,1,0,0,Red,G
791,24-Jun-17,16:52:11,1,0,0,Red,G
792,24-Jun-17,16:52:12,1,0,0,Red,G
793,24-Jun-17,16:52:12,1,0,0,Red,G
794,24-Jun-17,16:52:12,1,0,0,Red,G
795,24-Jun-17,16:52:12,1,0,0,Red,G
796,24-Jun-17,16:52:12,1,0,0,Red,G
797,24-Jun-17,16:52:13,1,0,0,Red,G
798,24-Jun-17,16:52:13,1,0,0,Red,G
799,24-Jun-17,16:52:13,1,0,0,Red,G
800,24-Jun-17,16:52:13,1,0,0,Red,G
801,24-Jun-17,16:52:13,1,0,0,Red,G
802,24-Jun-17,16:52:13,1,0,0,Red,G
803,24-Jun-17,16:52:14,1,0,0,Red,G
804,24-Jun-17,16:52:14,1,0,0,Red,G
805,24-Jun-17,16:52:14,1,0,0,Red,G
806,24-Jun-17,16:52:14,1,0,0,Red,G
807,24-Jun-17,16:52:14,1,0,0,Red,G
808,24-Jun-17,16:52:15,1,0,0,Red,G
809,24-Jun-17,16:52:15,1,0,0,Red,G
810,24-Jun-17,16:52:15,1,0,0,Red,G
811,24-Jun-17,16:52:15,1,0,0,Red,G
812,24-Jun-17,16:52:16,1,0,0,Red,G
813,24-Jun-17,16:52:16,1,0,0,Red,G
814,24-Jun-17,16:52:16,1,0,0,Red,G
815,24-Jun-17,16:52:16,1,0,0,Red,G
816,24-Jun-17,16:52:16,1,0,0,Red,G
817,24-Jun-17,16:52:17,1,0,0,Red,G
818,24-Jun-17,16:52:17,1,0,0,Red,G
819,24-Jun-17,16:52:17,1,0,0,Red,G
820,24-Jun-17,16:52:17,1,0,0,Red,G
821,24-Jun-17,16:52:17,1,0,0,Red,G
822,24-Jun-17,16:52:17,1,0,0,Red,G
823,24-Jun-17,16:52:18,1,0,0,Red,G
824,24-Jun-17,16:52:18,1,0,0,Red,G
825,24-Jun-17,16:52:18,1,0,0,Red,G
826,24-Jun-17,16:52:18,1,0,0,Red,G
827,24-Jun-17,16:52:19,1,0,0,Red,G
828,24-Jun-17,16:52:19,1,0,0,Red,G
829,24-Jun-17,16:52:19,1,0,0,Red,G
830,24-Jun-17,16:52:19,1,0,0,Red,G
831,24-Jun-17,16:52:20,1,0,0,Red,G
832,24-Jun-17,16:52:20,1,0,0,Red,G
833,24-Jun-17,16:52:20,1,0,0,Red,G
834,24-Jun-17,16:52:20,1,0,0,Red,G
835,24-Jun-17,16:52:20,1,0,0,Red,G
836,24-Jun-17,16:52:20,1,0,0,Red,G
837,24-Jun-17,16:52:20,1,0,0,Red,G
838,24-Jun-17,16:52:21,1,0,0,Red,G
839,24-Jun-17,16:52:21,1,0,0,Red,G
840,24-Jun-17,16:52:21,1,0,0,Red,G
841,24-Jun-17,16:52:21,1,0,0,Red,G
842,24-Jun-17,16:52:21,1,0,0,Red,G
843,24-Jun-17,16:52:22,1,0,0,Red,G
844,24-Jun-17,16:52:22,1,0,0,Red,G
845,24-Jun-17,16:52:22,1,0,0,Red,G
846,24-Jun-17,16:52:22,1,0,0,Red,G
847,24-Jun-17,16:52:23,1,0,0,Red,G
848,24-Jun-17,16:52:23,1,0,0,Red,G
849,24-Jun-17,16:52:23,1,0,0,Red,G
850,24-Jun-17,16:52:23,1,0,0,Red,G
851,24-Jun-17,16:52:24,1,0,0,Red,G
852,24-Jun-17,16:52:24,1,0,0,Red,G
853,24-Jun-17,16:52:24,1,0,0,Red,G
854,24-Jun-17,16:52:24,1,0,0,Red,G
855,24-Jun-17,16:52:24,1,0,0,Red,G
856,24-Jun-17,16:52:25,1,0,0,Red,G
857,24-Jun-17,16:52:25,1,0,0,Red,G
858,24-Jun-17,16:52:25,1,0,0,Red,G
859,24-Jun-17,16:52:25,1,0,0,Red,G
860,24-Jun-17,16:52:25,1,0,0,Red,G
861,24-Jun-17,16:52:25,1,0,0,Red,G
862,24-Jun-17,16:52:26,1,0,0,Red,G
863,24-Jun-17,16:52:26,1,0,0,Red,G
864,24-Jun-17,16:52:26,1,0,0,Red,G
865,24-Jun-17,16:52:26,1,0,0,Red,G
866,24-Jun-17,16:52:26,1,0,0,Red,G
867,24-Jun-17,16:52:26,1,0,0,Red,G
868,24-Jun-17,16:52:27,1,0,0,Red,G
869,24-Jun-17,16:52:27,1,0,0,Red,G
870,24-Jun-17,16:52:27,1,0,0,Red,G
871,24-Jun-17,16:52:27,1,0,0,Red,G
872,24-Jun-17,16:52:28,1,0,0,Red,G
873,24-Jun-17,16:52:28,1,0,0,Red,G
874,24-Jun-17,16:52:28,1,0,0,Red,G
875,24-Jun-17,16:52:28,1,0,0,Red,G
876,24-Jun-17,16:52:28,1,0,0,Red,G
877,24-Jun-17,16:52:29,1,0,0,Red,G
878,24-Jun-17,16:52:29,1,0,0,Red,G
879,24-Jun-17,16:52:29,1,0,0,Red,G
880,24-Jun-17,16:52:29,1,0,0,Red,G
881,24-Jun-17,16:52:29,1,0,0,Red,G
882,24-Jun-17,16:52:30,1,0,0,Red,G
883,24-Jun-17,16:52:30,1,0,0,Red,G
884,24-Jun-17,16:52:30,1,0,0,Red,G
885,24-Jun-17,16:52:30,1,0,0,Red,G
886,24-Jun-17,16:52:30,1,0,0,Red,G
887,24-Jun-17,16:52:30,1,0,0,Red,G
888,24-Jun-17,16:52:31,1,0,0,Red,G
889,24-Jun-17,16:52:31,1,0,0,Red,G
890,24-Jun-17,16:52:31,1,0,0,Red,G
891,24-Jun-17,16:52:31,1,0,0,Red,G
892,24-Jun-17,16:52:31,1,0,0,Red,G
893,24-Jun-17,16:52:32,1,0,0,Red,G
894,24-Jun-17,16:52:32,1,0,0,Red,G
895,24-Jun-17,16:52:32,1,0,0,Red,G
896,24-Jun-17,16:52:32,1,0,0,Red,G
897,24-Jun-17,16:52:33,1,0,0,Red,G
898,24-Jun-17,16:52:33,1,0,0,Red,G
899,24-Jun-17,16:52:33,1,0,0,Red,G
900,24-Jun-17,16:52:33,1,0,0,Red,G
901,24-Jun-17,16:52:33,1,0,0,Red,G
902,24-Jun-17,16:52:34,1,0,0,Red,G
903,24-Jun-17,16:52:34,1,0,0,Red,G
904,24-Jun-17,16:52:34,1,0,0,Red,G
905,24-Jun-17,16:52:34,1,0,0,Red,G
906,24-Jun-17,16:52:34,1,0,0,Red,G
907,24-Jun-17,16:52:34,1,0,0,Red,G
908,24-Jun-17,16:52:35,1,0,0,Red,G
909,24-Jun-17,16:52:35,1,0,0,Red,G
910,24-Jun-17,16:52:35,1,0,0,Red,G
911,24-Jun-17,16:52:35,1,0,0,Red,G
912,24-Jun-17,16:52:35,1,0,0,Red,G
913,24-Jun-17,16:52:36,1,0,0,Red,G
914,24-Jun-17,16:52:36,1,0,0,Red,G
915,24-Jun-17,16:52:36,1,0,0,Red,G
916,24-Jun-17,16:52:36,1,0,0,Red,G
917,24-Jun-17,16:52:37,1,0,0,Red,G
918,24-Jun-17,16:52:37,1,0,0,Red,G
919,24-Jun-17,16:52:37,1,0,0,Red,G
920,24-Jun-17,16:52:37,1,0,0,Red,G
921,24-Jun-17,16:52:37,1,0,0,Red,G
922,24-Jun-17,16:52:38,1,0,0,Red,G
923,24-Jun-17,16:52:38,1,0,0,Red,G
924,24-Jun-17,16:52:38,1,0,0,Red,G
925,24-Jun-17,16:52:38,1,0,0,Red,G
926,24-Jun-17,16:52:38,1,0,0,Red,G
927,24-Jun-17,16:52:38,1,0,0,Red,G
928,24-Jun-17,16:52:39,1,0,0,Red,G
929,24-Jun-17,16:52:39,1,0,0,Red,G
930,24-Jun-17,16:52:39,1,0,0,Red,G
931,24-Jun-17,16:52:39,1,0,0,Red,G
932,24-Jun-17,16:52:39,1,0,0,Red,G
933,24-Jun-17,16:52:40,1,0,0,Red,G
934,24-Jun-17,16:52:40,1,0,0,Red,G
935,24-Jun-17,16:52:40,1,0,0,Red,G
936,24-Jun-17,16:52:40,1,0,0,Red,G
937,24-Jun-17,16:52:41,1,0,0,Red,G
938,24-Jun-17,16:52:41,1,0,0,Red,G
939,24-Jun-17,16:52:41,1,0,0,Red,G
940,24-Jun-17,16:52:41,1,0,0,Red,G
941,24-Jun-17,16:52:42,1,0,0,Red,G
942,24-Jun-17,16:52:42,1,0,0,Red,G
943,24-Jun-17,16:52:42,1,0,0,Red,G
944,24-Jun-17,16:52:42,1,0,0,Red,G
945,24-Jun-17,16:52:42,1,0,0,Red,G
