,Date,Time,Aspect 0 of Phase D  State,Aspect 1 of Phase D  State,Aspect 2 of Phase D  State,Result,Phase
4339,24-Jun-17,17:18:01,1,1,0,RedAmber,D
4340,24-Jun-17,17:18:01,1,1,0,RedAmber,D
4341,24-Jun-17,17:18:01,1,1,0,RedAmber,D
4632,24-Jun-17,17:18:01,1,1,0,RedAmber,D
4633,24-Jun-17,17:18:01,1,1,0,RedAmber,D
4634,24-Jun-17,17:18:01,1,1,0,RedAmber,D
4635,24-Jun-17,17:18:01,1,1,0,RedAmber,D
4636,24-Jun-17,17:18:01,1,1,0,RedAmber,D
4637,24-Jun-17,17:18:01,1,1,0,RedAmber,D
4638,24-Jun-17,17:18:01,1,1,0,RedAmber,D
4639,24-Jun-17,17:18:01,1,1,0,RedAmber,D
4640,24-Jun-17,17:18:01,1,1,0,RedAmber,D
4641,24-Jun-17,17:18:01,1,1,0,RedAmber,D
4932,24-Jun-17,17:18:02,1,1,0,RedAmber,D
4933,24-Jun-17,17:18:02,1,1,0,RedAmber,D
4934,24-Jun-17,17:18:02,1,1,0,RedAmber,D
4935,24-Jun-17,17:18:02,1,1,0,RedAmber,D
4936,24-Jun-17,17:18:02,1,1,0,RedAmber,D
4937,24-Jun-17,17:18:02,1,1,0,RedAmber,D
4938,24-Jun-17,17:18:02,1,1,0,RedAmber,D
4939,24-Jun-17,17:18:02,1,1,0,RedAmber,D
4940,24-Jun-17,17:18:02,1,1,0,RedAmber,D
4941,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5232,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5233,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5234,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5235,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5236,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5237,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5238,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5239,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5240,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5241,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5532,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5533,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5534,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5535,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5536,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5537,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5538,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5539,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5540,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5541,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5832,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5833,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5834,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5835,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5836,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5837,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5838,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5839,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5840,24-Jun-17,17:18:02,1,1,0,RedAmber,D
5841,24-Jun-17,17:18:02,1,1,0,RedAmber,D
6132,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6133,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6134,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6135,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6136,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6137,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6138,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6139,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6140,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6141,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6432,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6433,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6434,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6435,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6436,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6437,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6438,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6439,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6440,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6441,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6732,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6733,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6734,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6735,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6736,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6737,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6738,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6739,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6740,24-Jun-17,17:18:03,1,1,0,RedAmber,D
6741,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7032,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7033,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7034,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7035,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7036,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7037,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7038,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7039,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7040,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7041,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7332,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7333,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7334,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7335,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7336,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7337,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7338,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7339,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7340,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7341,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7632,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7633,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7634,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7635,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7636,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7637,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7638,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7639,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7640,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7641,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7932,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7933,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7934,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7935,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7936,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7937,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7938,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7939,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7940,24-Jun-17,17:18:03,1,1,0,RedAmber,D
7941,24-Jun-17,17:18:03,1,1,0,RedAmber,D
8232,24-Jun-17,17:18:04,1,1,0,RedAmber,D
8233,24-Jun-17,17:18:04,1,1,0,RedAmber,D
8234,24-Jun-17,17:18:04,1,1,0,RedAmber,D
8235,24-Jun-17,17:18:04,1,1,0,RedAmber,D
8236,24-Jun-17,17:18:04,1,1,0,RedAmber,D
8237,24-Jun-17,17:18:04,1,1,0,RedAmber,D
8238,24-Jun-17,17:18:04,1,1,0,RedAmber,D
8239,24-Jun-17,17:18:04,1,1,0,RedAmber,D
8240,24-Jun-17,17:18:04,1,1,0,RedAmber,D
8241,24-Jun-17,17:18:04,1,1,0,RedAmber,D
8532,24-Jun-17,17:18:04,1,1,0,RedAmber,D
8533,24-Jun-17,17:18:04,1,1,0,RedAmber,D
8534,24-Jun-17,17:18:04,1,1,0,RedAmber,D
8535,24-Jun-17,17:18:04,1,1,0,RedAmber,D
8536,24-Jun-17,17:18:04,1,1,0,RedAmber,D
8537,24-Jun-17,17:18:04,1,1,0,RedAmber,D
8538,24-Jun-17,17:18:04,1,1,0,RedAmber,D
8539,24-Jun-17,17:18:04,1,1,0,RedAmber,D
8540,24-Jun-17,17:18:04,1,1,0,RedAmber,D
8541,24-Jun-17,17:18:04,1,1,0,RedAmber,D
8832,24-Jun-17,17:18:59,1,1,0,RedAmber,D
8833,24-Jun-17,17:18:59,1,1,0,RedAmber,D
8834,24-Jun-17,17:19:00,1,1,0,RedAmber,D
8835,24-Jun-17,17:19:00,1,1,0,RedAmber,D
8836,24-Jun-17,17:19:00,1,1,0,RedAmber,D
8837,24-Jun-17,17:19:00,1,1,0,RedAmber,D
8838,24-Jun-17,17:19:01,1,1,0,RedAmber,D
8839,24-Jun-17,17:19:01,1,1,0,RedAmber,D
8840,24-Jun-17,17:19:01,1,1,0,RedAmber,D
8841,24-Jun-17,17:19:01,1,1,0,RedAmber,D
9132,24-Jun-17,17:19:59,1,1,0,RedAmber,D
9133,24-Jun-17,17:19:59,1,1,0,RedAmber,D
9134,24-Jun-17,17:20:00,1,1,0,RedAmber,D
9135,24-Jun-17,17:20:00,1,1,0,RedAmber,D
9136,24-Jun-17,17:20:00,1,1,0,RedAmber,D
9137,24-Jun-17,17:20:00,1,1,0,RedAmber,D
9138,24-Jun-17,17:20:01,1,1,0,RedAmber,D
9139,24-Jun-17,17:20:01,1,1,0,RedAmber,D
9140,24-Jun-17,17:20:01,1,1,0,RedAmber,D
9141,24-Jun-17,17:20:01,1,1,0,RedAmber,D
9432,24-Jun-17,17:20:59,1,1,0,RedAmber,D
9433,24-Jun-17,17:21:00,1,1,0,RedAmber,D
9434,24-Jun-17,17:21:00,1,1,0,RedAmber,D
9435,24-Jun-17,17:21:00,1,1,0,RedAmber,D
9436,24-Jun-17,17:21:00,1,1,0,RedAmber,D
9437,24-Jun-17,17:21:01,1,1,0,RedAmber,D
9438,24-Jun-17,17:21:01,1,1,0,RedAmber,D
9439,24-Jun-17,17:21:01,1,1,0,RedAmber,D
9440,24-Jun-17,17:21:01,1,1,0,RedAmber,D
9441,24-Jun-17,17:21:01,1,1,0,RedAmber,D
9732,24-Jun-17,17:21:59,1,1,0,RedAmber,D
9733,24-Jun-17,17:21:59,1,1,0,RedAmber,D
9734,24-Jun-17,17:22:00,1,1,0,RedAmber,D
9735,24-Jun-17,17:22:00,1,1,0,RedAmber,D
9736,24-Jun-17,17:22:00,1,1,0,RedAmber,D
9737,24-Jun-17,17:22:00,1,1,0,RedAmber,D
9738,24-Jun-17,17:22:00,1,1,0,RedAmber,D
9739,24-Jun-17,17:22:01,1,1,0,RedAmber,D
9740,24-Jun-17,17:22:01,1,1,0,RedAmber,D
9741,24-Jun-17,17:22:01,1,1,0,RedAmber,D
10032,24-Jun-17,17:22:59,1,1,0,RedAmber,D
10033,24-Jun-17,17:22:59,1,1,0,RedAmber,D
10034,24-Jun-17,17:23:00,1,1,0,RedAmber,D
10035,24-Jun-17,17:23:00,1,1,0,RedAmber,D
10036,24-Jun-17,17:23:00,1,1,0,RedAmber,D
10037,24-Jun-17,17:23:00,1,1,0,RedAmber,D
10038,24-Jun-17,17:23:01,1,1,0,RedAmber,D
10039,24-Jun-17,17:23:01,1,1,0,RedAmber,D
10040,24-Jun-17,17:23:01,1,1,0,RedAmber,D
10041,24-Jun-17,17:23:01,1,1,0,RedAmber,D
10332,24-Jun-17,17:24:00,1,1,0,RedAmber,D
10333,24-Jun-17,17:24:00,1,1,0,RedAmber,D
10334,24-Jun-17,17:24:00,1,1,0,RedAmber,D
10335,24-Jun-17,17:24:00,1,1,0,RedAmber,D
10336,24-Jun-17,17:24:00,1,1,0,RedAmber,D
10337,24-Jun-17,17:24:00,1,1,0,RedAmber,D
10338,24-Jun-17,17:24:00,1,1,0,RedAmber,D
10339,24-Jun-17,17:24:01,1,1,0,RedAmber,D
10340,24-Jun-17,17:24:01,1,1,0,RedAmber,D
10341,24-Jun-17,17:24:01,1,1,0,RedAmber,D
10632,24-Jun-17,17:24:59,1,1,0,RedAmber,D
10633,24-Jun-17,17:25:00,1,1,0,RedAmber,D
10634,24-Jun-17,17:25:00,1,1,0,RedAmber,D
10635,24-Jun-17,17:25:00,1,1,0,RedAmber,D
10636,24-Jun-17,17:25:00,1,1,0,RedAmber,D
10637,24-Jun-17,17:25:01,1,1,0,RedAmber,D
10638,24-Jun-17,17:25:01,1,1,0,RedAmber,D
10639,24-Jun-17,17:25:01,1,1,0,RedAmber,D
10640,24-Jun-17,17:25:01,1,1,0,RedAmber,D
10641,24-Jun-17,17:25:01,1,1,0,RedAmber,D
10932,24-Jun-17,17:25:59,1,1,0,RedAmber,D
10933,24-Jun-17,17:26:00,1,1,0,RedAmber,D
10934,24-Jun-17,17:26:00,1,1,0,RedAmber,D
10935,24-Jun-17,17:26:00,1,1,0,RedAmber,D
10936,24-Jun-17,17:26:00,1,1,0,RedAmber,D
10937,24-Jun-17,17:26:01,1,1,0,RedAmber,D
10938,24-Jun-17,17:26:01,1,1,0,RedAmber,D
10939,24-Jun-17,17:26:01,1,1,0,RedAmber,D
10940,24-Jun-17,17:26:01,1,1,0,RedAmber,D
10941,24-Jun-17,17:26:01,1,1,0,RedAmber,D
11232,24-Jun-17,17:26:59,1,1,0,RedAmber,D
11233,24-Jun-17,17:27:00,1,1,0,RedAmber,D
11234,24-Jun-17,17:27:00,1,1,0,RedAmber,D
11235,24-Jun-17,17:27:00,1,1,0,RedAmber,D
11236,24-Jun-17,17:27:00,1,1,0,RedAmber,D
11237,24-Jun-17,17:27:01,1,1,0,RedAmber,D
11238,24-Jun-17,17:27:01,1,1,0,RedAmber,D
11239,24-Jun-17,17:27:01,1,1,0,RedAmber,D
11240,24-Jun-17,17:27:01,1,1,0,RedAmber,D
11241,24-Jun-17,17:27:01,1,1,0,RedAmber,D
11532,24-Jun-17,17:27:59,1,1,0,RedAmber,D
11533,24-Jun-17,17:27:59,1,1,0,RedAmber,D
11534,24-Jun-17,17:28:01,1,1,0,RedAmber,D
11535,24-Jun-17,17:28:01,1,1,0,RedAmber,D
11536,24-Jun-17,17:28:01,1,1,0,RedAmber,D
11537,24-Jun-17,17:28:01,1,1,0,RedAmber,D
11538,24-Jun-17,17:28:01,1,1,0,RedAmber,D
11539,24-Jun-17,17:28:01,1,1,0,RedAmber,D
11540,24-Jun-17,17:28:01,1,1,0,RedAmber,D
11541,24-Jun-17,17:28:01,1,1,0,RedAmber,D
11832,24-Jun-17,17:53:42,1,1,0,RedAmber,D
11833,24-Jun-17,17:53:42,1,1,0,RedAmber,D
11834,24-Jun-17,17:53:42,1,1,0,RedAmber,D
11835,24-Jun-17,17:53:42,1,1,0,RedAmber,D
11836,24-Jun-17,17:53:42,1,1,0,RedAmber,D
11837,24-Jun-17,17:53:42,1,1,0,RedAmber,D
11838,24-Jun-17,17:53:42,1,1,0,RedAmber,D
11839,24-Jun-17,17:53:42,1,1,0,RedAmber,D
11840,24-Jun-17,17:53:42,1,1,0,RedAmber,D
11841,24-Jun-17,17:53:42,1,1,0,RedAmber,D
12132,24-Jun-17,17:53:43,1,1,0,RedAmber,D
12133,24-Jun-17,17:53:43,1,1,0,RedAmber,D
12134,24-Jun-17,17:53:43,1,1,0,RedAmber,D
12135,24-Jun-17,17:53:43,1,1,0,RedAmber,D
12136,24-Jun-17,17:53:43,1,1,0,RedAmber,D
12137,24-Jun-17,17:53:43,1,1,0,RedAmber,D
12138,24-Jun-17,17:53:43,1,1,0,RedAmber,D
12139,24-Jun-17,17:53:43,1,1,0,RedAmber,D
12140,24-Jun-17,17:53:43,1,1,0,RedAmber,D
12141,24-Jun-17,17:53:43,1,1,0,RedAmber,D
12432,24-Jun-17,17:53:44,1,1,0,RedAmber,D
12433,24-Jun-17,17:53:44,1,1,0,RedAmber,D
12434,24-Jun-17,17:53:44,1,1,0,RedAmber,D
12435,24-Jun-17,17:53:44,1,1,0,RedAmber,D
12436,24-Jun-17,17:53:44,1,1,0,RedAmber,D
12437,24-Jun-17,17:53:44,1,1,0,RedAmber,D
12438,24-Jun-17,17:53:44,1,1,0,RedAmber,D
12439,24-Jun-17,17:53:44,1,1,0,RedAmber,D
12440,24-Jun-17,17:53:44,1,1,0,RedAmber,D
12441,24-Jun-17,17:53:44,1,1,0,RedAmber,D
12732,24-Jun-17,17:53:45,1,1,0,RedAmber,D
12733,24-Jun-17,17:53:45,1,1,0,RedAmber,D
12734,24-Jun-17,17:53:45,1,1,0,RedAmber,D
12735,24-Jun-17,17:53:45,1,1,0,RedAmber,D
12736,24-Jun-17,17:53:45,1,1,0,RedAmber,D
12737,24-Jun-17,17:53:45,1,1,0,RedAmber,D
12738,24-Jun-17,17:53:45,1,1,0,RedAmber,D
12739,24-Jun-17,17:53:45,1,1,0,RedAmber,D
12740,24-Jun-17,17:53:45,1,1,0,RedAmber,D
12741,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13032,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13033,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13034,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13035,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13036,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13037,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13038,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13039,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13040,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13041,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13332,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13333,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13334,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13335,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13336,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13337,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13338,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13339,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13340,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13341,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13632,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13633,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13634,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13635,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13636,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13637,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13638,24-Jun-17,17:53:45,1,1,0,RedAmber,D
13639,24-Jun-17,17:53:45,1,1,0,RedAmber,D
