,Date,Time,Aspect 0 of Phase B  State,Aspect 1 of Phase B  State,Aspect 2 of Phase B  State,Result,Phase
1324,03-Jun-17,10:12:53,0,1,0,2,B
1325,03-Jun-17,10:12:53,0,1,0,2,B
1326,03-Jun-17,10:12:53,0,1,0,2,B
1612,03-Jun-17,10:13:51,0,1,0,2,B
1613,03-Jun-17,10:13:51,0,1,0,2,B
1614,03-Jun-17,10:13:51,0,1,0,2,B
1615,03-Jun-17,10:13:51,0,1,0,2,B
1616,03-Jun-17,10:13:51,0,1,0,2,B
1617,03-Jun-17,10:13:52,0,1,0,2,B
1618,03-Jun-17,10:13:52,0,1,0,2,B
1619,03-Jun-17,10:13:52,0,1,0,2,B
1620,03-Jun-17,10:13:52,0,1,0,2,B
1621,03-Jun-17,10:13:53,0,1,0,2,B
1622,03-Jun-17,10:13:53,0,1,0,2,B
1623,03-Jun-17,10:13:53,0,1,0,2,B
1624,03-Jun-17,10:13:53,0,1,0,2,B
1625,03-Jun-17,10:13:53,0,1,0,2,B
1626,03-Jun-17,10:13:53,0,1,0,2,B
1912,03-Jun-17,10:14:50,0,1,0,2,B
1913,03-Jun-17,10:14:51,0,1,0,2,B
1914,03-Jun-17,10:14:51,0,1,0,2,B
1915,03-Jun-17,10:14:51,0,1,0,2,B
1916,03-Jun-17,10:14:51,0,1,0,2,B
1917,03-Jun-17,10:14:52,0,1,0,2,B
1918,03-Jun-17,10:14:52,0,1,0,2,B
1919,03-Jun-17,10:14:52,0,1,0,2,B
1920,03-Jun-17,10:14:52,0,1,0,2,B
1921,03-Jun-17,10:14:52,0,1,0,2,B
1922,03-Jun-17,10:14:53,0,1,0,2,B
1923,03-Jun-17,10:14:53,0,1,0,2,B
1924,03-Jun-17,10:14:53,0,1,0,2,B
1925,03-Jun-17,10:14:53,0,1,0,2,B
1926,03-Jun-17,10:14:53,0,1,0,2,B
2212,03-Jun-17,10:15:51,0,1,0,2,B
2213,03-Jun-17,10:15:51,0,1,0,2,B
2214,03-Jun-17,10:15:51,0,1,0,2,B
2215,03-Jun-17,10:15:51,0,1,0,2,B
2216,03-Jun-17,10:15:51,0,1,0,2,B
2217,03-Jun-17,10:15:52,0,1,0,2,B
2218,03-Jun-17,10:15:52,0,1,0,2,B
2219,03-Jun-17,10:15:52,0,1,0,2,B
2220,03-Jun-17,10:15:52,0,1,0,2,B
2221,03-Jun-17,10:15:53,0,1,0,2,B
2222,03-Jun-17,10:15:53,0,1,0,2,B
2223,03-Jun-17,10:15:53,0,1,0,2,B
2224,03-Jun-17,10:15:53,0,1,0,2,B
2225,03-Jun-17,10:15:53,0,1,0,2,B
2226,03-Jun-17,10:15:53,0,1,0,2,B
2512,03-Jun-17,10:16:50,0,1,0,2,B
2513,03-Jun-17,10:16:50,0,1,0,2,B
2514,03-Jun-17,10:16:51,0,1,0,2,B
2515,03-Jun-17,10:16:51,0,1,0,2,B
2516,03-Jun-17,10:16:51,0,1,0,2,B
2517,03-Jun-17,10:16:51,0,1,0,2,B
2518,03-Jun-17,10:16:52,0,1,0,2,B
2519,03-Jun-17,10:16:52,0,1,0,2,B
2520,03-Jun-17,10:16:52,0,1,0,2,B
2521,03-Jun-17,10:16:52,0,1,0,2,B
2522,03-Jun-17,10:16:52,0,1,0,2,B
2523,03-Jun-17,10:16:53,0,1,0,2,B
2524,03-Jun-17,10:16:53,0,1,0,2,B
2525,03-Jun-17,10:16:53,0,1,0,2,B
2526,03-Jun-17,10:16:53,0,1,0,2,B
2812,03-Jun-17,10:17:50,0,1,0,2,B
2813,03-Jun-17,10:17:50,0,1,0,2,B
2814,03-Jun-17,10:17:51,0,1,0,2,B
2815,03-Jun-17,10:17:51,0,1,0,2,B
2816,03-Jun-17,10:17:51,0,1,0,2,B
2817,03-Jun-17,10:17:51,0,1,0,2,B
2818,03-Jun-17,10:17:52,0,1,0,2,B
2819,03-Jun-17,10:17:52,0,1,0,2,B
2820,03-Jun-17,10:17:52,0,1,0,2,B
2821,03-Jun-17,10:17:52,0,1,0,2,B
2822,03-Jun-17,10:17:52,0,1,0,2,B
2823,03-Jun-17,10:17:53,0,1,0,2,B
2824,03-Jun-17,10:17:53,0,1,0,2,B
2825,03-Jun-17,10:17:53,0,1,0,2,B
2826,03-Jun-17,10:17:53,0,1,0,2,B
3112,03-Jun-17,10:18:51,0,1,0,2,B
3113,03-Jun-17,10:18:51,0,1,0,2,B
3114,03-Jun-17,10:18:51,0,1,0,2,B
3115,03-Jun-17,10:18:51,0,1,0,2,B
3116,03-Jun-17,10:18:51,0,1,0,2,B
3117,03-Jun-17,10:18:52,0,1,0,2,B
3118,03-Jun-17,10:18:52,0,1,0,2,B
3119,03-Jun-17,10:18:52,0,1,0,2,B
3120,03-Jun-17,10:18:52,0,1,0,2,B
3121,03-Jun-17,10:18:52,0,1,0,2,B
3122,03-Jun-17,10:18:52,0,1,0,2,B
3123,03-Jun-17,10:18:53,0,1,0,2,B
3124,03-Jun-17,10:18:53,0,1,0,2,B
3125,03-Jun-17,10:18:53,0,1,0,2,B
3126,03-Jun-17,10:18:53,0,1,0,2,B
3412,03-Jun-17,10:19:50,0,1,0,2,B
3413,03-Jun-17,10:19:51,0,1,0,2,B
3414,03-Jun-17,10:19:51,0,1,0,2,B
3415,03-Jun-17,10:19:51,0,1,0,2,B
3416,03-Jun-17,10:19:51,0,1,0,2,B
3417,03-Jun-17,10:19:52,0,1,0,2,B
3418,03-Jun-17,10:19:52,0,1,0,2,B
3419,03-Jun-17,10:19:52,0,1,0,2,B
3420,03-Jun-17,10:19:52,0,1,0,2,B
3421,03-Jun-17,10:19:52,0,1,0,2,B
3422,03-Jun-17,10:19:52,0,1,0,2,B
3423,03-Jun-17,10:19:52,0,1,0,2,B
3424,03-Jun-17,10:19:53,0,1,0,2,B
3425,03-Jun-17,10:19:53,0,1,0,2,B
3426,03-Jun-17,10:19:53,0,1,0,2,B
3712,03-Jun-17,10:20:50,0,1,0,2,B
3713,03-Jun-17,10:20:51,0,1,0,2,B
3714,03-Jun-17,10:20:51,0,1,0,2,B
3715,03-Jun-17,10:20:51,0,1,0,2,B
3716,03-Jun-17,10:20:51,0,1,0,2,B
3717,03-Jun-17,10:20:52,0,1,0,2,B
3718,03-Jun-17,10:20:52,0,1,0,2,B
3719,03-Jun-17,10:20:52,0,1,0,2,B
3720,03-Jun-17,10:20:52,0,1,0,2,B
3721,03-Jun-17,10:20:52,0,1,0,2,B
3722,03-Jun-17,10:20:53,0,1,0,2,B
3723,03-Jun-17,10:20:53,0,1,0,2,B
3724,03-Jun-17,10:20:53,0,1,0,2,B
3725,03-Jun-17,10:20:53,0,1,0,2,B
3726,03-Jun-17,10:20:53,0,1,0,2,B
4012,03-Jun-17,10:21:51,0,1,0,2,B
4013,03-Jun-17,10:21:51,0,1,0,2,B
4014,03-Jun-17,10:21:51,0,1,0,2,B
4015,03-Jun-17,10:21:51,0,1,0,2,B
4016,03-Jun-17,10:21:51,0,1,0,2,B
4017,03-Jun-17,10:21:51,0,1,0,2,B
4018,03-Jun-17,10:21:52,0,1,0,2,B
4019,03-Jun-17,10:21:52,0,1,0,2,B
4020,03-Jun-17,10:21:52,0,1,0,2,B
4021,03-Jun-17,10:21:52,0,1,0,2,B
4022,03-Jun-17,10:21:52,0,1,0,2,B
4023,03-Jun-17,10:21:53,0,1,0,2,B
4024,03-Jun-17,10:21:53,0,1,0,2,B
4025,03-Jun-17,10:21:53,0,1,0,2,B
4026,03-Jun-17,10:21:53,0,1,0,2,B
4312,03-Jun-17,10:22:51,0,1,0,2,B
4313,03-Jun-17,10:22:51,0,1,0,2,B
4314,03-Jun-17,10:22:51,0,1,0,2,B
4315,03-Jun-17,10:22:51,0,1,0,2,B
4316,03-Jun-17,10:22:51,0,1,0,2,B
4317,03-Jun-17,10:22:51,0,1,0,2,B
4318,03-Jun-17,10:22:51,0,1,0,2,B
4319,03-Jun-17,10:22:52,0,1,0,2,B
4320,03-Jun-17,10:22:52,0,1,0,2,B
4321,03-Jun-17,10:22:52,0,1,0,2,B
4322,03-Jun-17,10:22:52,0,1,0,2,B
4323,03-Jun-17,10:22:53,0,1,0,2,B
4324,03-Jun-17,10:22:53,0,1,0,2,B
4325,03-Jun-17,10:22:53,0,1,0,2,B
4326,03-Jun-17,10:22:53,0,1,0,2,B
4612,03-Jun-17,10:23:50,0,1,0,2,B
4613,03-Jun-17,10:23:51,0,1,0,2,B
4614,03-Jun-17,10:23:51,0,1,0,2,B
4615,03-Jun-17,10:23:51,0,1,0,2,B
4616,03-Jun-17,10:23:51,0,1,0,2,B
4617,03-Jun-17,10:23:52,0,1,0,2,B
4618,03-Jun-17,10:23:52,0,1,0,2,B
4619,03-Jun-17,10:23:52,0,1,0,2,B
4620,03-Jun-17,10:23:52,0,1,0,2,B
4621,03-Jun-17,10:23:52,0,1,0,2,B
4622,03-Jun-17,10:23:53,0,1,0,2,B
4623,03-Jun-17,10:23:53,0,1,0,2,B
4624,03-Jun-17,10:23:53,0,1,0,2,B
4625,03-Jun-17,10:23:53,0,1,0,2,B
4626,03-Jun-17,10:23:53,0,1,0,2,B
4912,03-Jun-17,10:24:50,0,1,0,2,B
4913,03-Jun-17,10:24:51,0,1,0,2,B
4914,03-Jun-17,10:24:51,0,1,0,2,B
4915,03-Jun-17,10:24:51,0,1,0,2,B
4916,03-Jun-17,10:24:51,0,1,0,2,B
4917,03-Jun-17,10:24:52,0,1,0,2,B
4918,03-Jun-17,10:24:52,0,1,0,2,B
4919,03-Jun-17,10:24:52,0,1,0,2,B
4920,03-Jun-17,10:24:52,0,1,0,2,B
4921,03-Jun-17,10:24:52,0,1,0,2,B
4922,03-Jun-17,10:24:53,0,1,0,2,B
4923,03-Jun-17,10:24:53,0,1,0,2,B
4924,03-Jun-17,10:24:53,0,1,0,2,B
4925,03-Jun-17,10:24:53,0,1,0,2,B
4926,03-Jun-17,10:24:53,0,1,0,2,B
5212,03-Jun-17,10:25:50,0,1,0,2,B
5213,03-Jun-17,10:25:50,0,1,0,2,B
5214,03-Jun-17,10:25:51,0,1,0,2,B
5215,03-Jun-17,10:25:51,0,1,0,2,B
5216,03-Jun-17,10:25:51,0,1,0,2,B
5217,03-Jun-17,10:25:51,0,1,0,2,B
5218,03-Jun-17,10:25:52,0,1,0,2,B
5219,03-Jun-17,10:25:52,0,1,0,2,B
5220,03-Jun-17,10:25:52,0,1,0,2,B
5221,03-Jun-17,10:25:52,0,1,0,2,B
5222,03-Jun-17,10:25:52,0,1,0,2,B
5223,03-Jun-17,10:25:53,0,1,0,2,B
5224,03-Jun-17,10:25:53,0,1,0,2,B
5225,03-Jun-17,10:25:53,0,1,0,2,B
5226,03-Jun-17,10:25:53,0,1,0,2,B
5512,03-Jun-17,10:26:50,0,1,0,2,B
5513,03-Jun-17,10:26:51,0,1,0,2,B
5514,03-Jun-17,10:26:51,0,1,0,2,B
5515,03-Jun-17,10:26:51,0,1,0,2,B
5516,03-Jun-17,10:26:51,0,1,0,2,B
5517,03-Jun-17,10:26:52,0,1,0,2,B
5518,03-Jun-17,10:26:52,0,1,0,2,B
5519,03-Jun-17,10:26:52,0,1,0,2,B
5520,03-Jun-17,10:26:52,0,1,0,2,B
5521,03-Jun-17,10:26:52,0,1,0,2,B
5522,03-Jun-17,10:26:52,0,1,0,2,B
5523,03-Jun-17,10:26:52,0,1,0,2,B
5524,03-Jun-17,10:26:53,0,1,0,2,B
5525,03-Jun-17,10:26:53,0,1,0,2,B
5526,03-Jun-17,10:26:53,0,1,0,2,B
5812,03-Jun-17,10:27:50,0,1,0,2,B
5813,03-Jun-17,10:27:51,0,1,0,2,B
5814,03-Jun-17,10:27:51,0,1,0,2,B
5815,03-Jun-17,10:27:51,0,1,0,2,B
5816,03-Jun-17,10:27:51,0,1,0,2,B
5817,03-Jun-17,10:27:52,0,1,0,2,B
5818,03-Jun-17,10:27:52,0,1,0,2,B
5819,03-Jun-17,10:27:52,0,1,0,2,B
5820,03-Jun-17,10:27:52,0,1,0,2,B
5821,03-Jun-17,10:27:52,0,1,0,2,B
5822,03-Jun-17,10:27:52,0,1,0,2,B
5823,03-Jun-17,10:27:52,0,1,0,2,B
5824,03-Jun-17,10:27:53,0,1,0,2,B
5825,03-Jun-17,10:27:53,0,1,0,2,B
5826,03-Jun-17,10:27:53,0,1,0,2,B
6112,03-Jun-17,10:28:50,0,1,0,2,B
6113,03-Jun-17,10:28:50,0,1,0,2,B
6114,03-Jun-17,10:28:52,0,1,0,2,B
6115,03-Jun-17,10:28:52,0,1,0,2,B
6116,03-Jun-17,10:28:52,0,1,0,2,B
6117,03-Jun-17,10:28:52,0,1,0,2,B
6118,03-Jun-17,10:28:52,0,1,0,2,B
6119,03-Jun-17,10:28:52,0,1,0,2,B
6120,03-Jun-17,10:28:52,0,1,0,2,B
6121,03-Jun-17,10:28:52,0,1,0,2,B
6122,03-Jun-17,10:28:52,0,1,0,2,B
6123,03-Jun-17,10:28:52,0,1,0,2,B
6124,03-Jun-17,10:28:53,0,1,0,2,B
6125,03-Jun-17,10:28:53,0,1,0,2,B
6126,03-Jun-17,10:28:53,0,1,0,2,B
6412,03-Jun-17,10:29:51,0,1,0,2,B
6413,03-Jun-17,10:29:51,0,1,0,2,B
6414,03-Jun-17,10:29:51,0,1,0,2,B
6415,03-Jun-17,10:29:51,0,1,0,2,B
6416,03-Jun-17,10:29:51,0,1,0,2,B
6417,03-Jun-17,10:29:51,0,1,0,2,B
6418,03-Jun-17,10:29:52,0,1,0,2,B
6419,03-Jun-17,10:29:52,0,1,0,2,B
6420,03-Jun-17,10:29:52,0,1,0,2,B
6421,03-Jun-17,10:29:52,0,1,0,2,B
6422,03-Jun-17,10:29:53,0,1,0,2,B
6423,03-Jun-17,10:29:53,0,1,0,2,B
6424,03-Jun-17,10:29:53,0,1,0,2,B
6425,03-Jun-17,10:29:53,0,1,0,2,B
6426,03-Jun-17,10:29:53,0,1,0,2,B
6712,03-Jun-17,10:30:50,0,1,0,2,B
6713,03-Jun-17,10:30:51,0,1,0,2,B
6714,03-Jun-17,10:30:51,0,1,0,2,B
6715,03-Jun-17,10:30:51,0,1,0,2,B
6716,03-Jun-17,10:30:51,0,1,0,2,B
6717,03-Jun-17,10:30:51,0,1,0,2,B
6718,03-Jun-17,10:30:52,0,1,0,2,B
6719,03-Jun-17,10:30:52,0,1,0,2,B
6720,03-Jun-17,10:30:52,0,1,0,2,B
6721,03-Jun-17,10:30:52,0,1,0,2,B
6722,03-Jun-17,10:30:53,0,1,0,2,B
6723,03-Jun-17,10:30:53,0,1,0,2,B
6724,03-Jun-17,10:30:53,0,1,0,2,B
6725,03-Jun-17,10:30:53,0,1,0,2,B
6726,03-Jun-17,10:30:53,0,1,0,2,B
7012,03-Jun-17,10:31:50,0,1,0,2,B
7013,03-Jun-17,10:31:50,0,1,0,2,B
7014,03-Jun-17,10:31:51,0,1,0,2,B
7015,03-Jun-17,10:31:51,0,1,0,2,B
7016,03-Jun-17,10:31:51,0,1,0,2,B
7017,03-Jun-17,10:31:51,0,1,0,2,B
7018,03-Jun-17,10:31:52,0,1,0,2,B
7019,03-Jun-17,10:31:52,0,1,0,2,B
7020,03-Jun-17,10:31:52,0,1,0,2,B
7021,03-Jun-17,10:31:52,0,1,0,2,B
7022,03-Jun-17,10:31:52,0,1,0,2,B
7023,03-Jun-17,10:31:53,0,1,0,2,B
7024,03-Jun-17,10:31:53,0,1,0,2,B
7025,03-Jun-17,10:31:53,0,1,0,2,B
7026,03-Jun-17,10:31:53,0,1,0,2,B
7312,03-Jun-17,10:32:51,0,1,0,2,B
7313,03-Jun-17,10:32:51,0,1,0,2,B
7314,03-Jun-17,10:32:51,0,1,0,2,B
7315,03-Jun-17,10:32:51,0,1,0,2,B
7316,03-Jun-17,10:32:51,0,1,0,2,B
7317,03-Jun-17,10:32:51,0,1,0,2,B
7318,03-Jun-17,10:32:51,0,1,0,2,B
7319,03-Jun-17,10:32:52,0,1,0,2,B
7320,03-Jun-17,10:32:52,0,1,0,2,B
7321,03-Jun-17,10:32:52,0,1,0,2,B
7322,03-Jun-17,10:32:52,0,1,0,2,B
7323,03-Jun-17,10:32:53,0,1,0,2,B
7324,03-Jun-17,10:32:53,0,1,0,2,B
7325,03-Jun-17,10:32:53,0,1,0,2,B
7326,03-Jun-17,10:32:53,0,1,0,2,B
7612,03-Jun-17,10:33:50,0,1,0,2,B
7613,03-Jun-17,10:33:50,0,1,0,2,B
7614,03-Jun-17,10:33:51,0,1,0,2,B
7615,03-Jun-17,10:33:51,0,1,0,2,B
7616,03-Jun-17,10:33:51,0,1,0,2,B
7617,03-Jun-17,10:33:51,0,1,0,2,B
7618,03-Jun-17,10:33:52,0,1,0,2,B
7619,03-Jun-17,10:33:52,0,1,0,2,B
7620,03-Jun-17,10:33:52,0,1,0,2,B
7621,03-Jun-17,10:33:52,0,1,0,2,B
7622,03-Jun-17,10:33:52,0,1,0,2,B
7623,03-Jun-17,10:33:53,0,1,0,2,B
7624,03-Jun-17,10:33:53,0,1,0,2,B
7625,03-Jun-17,10:33:53,0,1,0,2,B
7626,03-Jun-17,10:33:53,0,1,0,2,B
7912,03-Jun-17,10:34:50,0,1,0,2,B
7913,03-Jun-17,10:34:51,0,1,0,2,B
7914,03-Jun-17,10:34:51,0,1,0,2,B
7915,03-Jun-17,10:34:51,0,1,0,2,B
7916,03-Jun-17,10:34:51,0,1,0,2,B
7917,03-Jun-17,10:34:51,0,1,0,2,B
7918,03-Jun-17,10:34:52,0,1,0,2,B
7919,03-Jun-17,10:34:52,0,1,0,2,B
7920,03-Jun-17,10:34:52,0,1,0,2,B
7921,03-Jun-17,10:34:52,0,1,0,2,B
7922,03-Jun-17,10:34:53,0,1,0,2,B
7923,03-Jun-17,10:34:53,0,1,0,2,B
7924,03-Jun-17,10:34:53,0,1,0,2,B
7925,03-Jun-17,10:34:53,0,1,0,2,B
7926,03-Jun-17,10:34:53,0,1,0,2,B
8212,03-Jun-17,10:35:51,0,1,0,2,B
8213,03-Jun-17,10:35:51,0,1,0,2,B
8214,03-Jun-17,10:35:51,0,1,0,2,B
8215,03-Jun-17,10:35:51,0,1,0,2,B
8216,03-Jun-17,10:35:51,0,1,0,2,B
8217,03-Jun-17,10:35:51,0,1,0,2,B
8218,03-Jun-17,10:35:51,0,1,0,2,B
8219,03-Jun-17,10:35:52,0,1,0,2,B
8220,03-Jun-17,10:35:52,0,1,0,2,B
8221,03-Jun-17,10:35:52,0,1,0,2,B
8222,03-Jun-17,10:35:52,0,1,0,2,B
8223,03-Jun-17,10:35:53,0,1,0,2,B
8224,03-Jun-17,10:35:53,0,1,0,2,B
8225,03-Jun-17,10:35:53,0,1,0,2,B
8226,03-Jun-17,10:35:53,0,1,0,2,B
8512,03-Jun-17,10:36:50,0,1,0,2,B
8513,03-Jun-17,10:36:51,0,1,0,2,B
8514,03-Jun-17,10:36:51,0,1,0,2,B
8515,03-Jun-17,10:36:51,0,1,0,2,B
8516,03-Jun-17,10:36:51,0,1,0,2,B
8517,03-Jun-17,10:36:51,0,1,0,2,B
8518,03-Jun-17,10:36:52,0,1,0,2,B
8519,03-Jun-17,10:36:52,0,1,0,2,B
8520,03-Jun-17,10:36:52,0,1,0,2,B
8521,03-Jun-17,10:36:52,0,1,0,2,B
8522,03-Jun-17,10:36:53,0,1,0,2,B
8523,03-Jun-17,10:36:53,0,1,0,2,B
8524,03-Jun-17,10:36:53,0,1,0,2,B
8525,03-Jun-17,10:36:53,0,1,0,2,B
8526,03-Jun-17,10:36:53,0,1,0,2,B
8812,03-Jun-17,10:37:50,0,1,0,2,B
8813,03-Jun-17,10:37:50,0,1,0,2,B
8814,03-Jun-17,10:37:51,0,1,0,2,B
8815,03-Jun-17,10:37:51,0,1,0,2,B
8816,03-Jun-17,10:37:51,0,1,0,2,B
8817,03-Jun-17,10:37:51,0,1,0,2,B
8818,03-Jun-17,10:37:52,0,1,0,2,B
8819,03-Jun-17,10:37:52,0,1,0,2,B
8820,03-Jun-17,10:37:52,0,1,0,2,B
8821,03-Jun-17,10:37:52,0,1,0,2,B
8822,03-Jun-17,10:37:52,0,1,0,2,B
8823,03-Jun-17,10:37:53,0,1,0,2,B
8824,03-Jun-17,10:37:53,0,1,0,2,B
8825,03-Jun-17,10:37:53,0,1,0,2,B
8826,03-Jun-17,10:37:53,0,1,0,2,B
9112,03-Jun-17,10:38:51,0,1,0,2,B
9113,03-Jun-17,10:38:51,0,1,0,2,B
9114,03-Jun-17,10:38:51,0,1,0,2,B
9115,03-Jun-17,10:38:51,0,1,0,2,B
9116,03-Jun-17,10:38:51,0,1,0,2,B
9117,03-Jun-17,10:38:51,0,1,0,2,B
9118,03-Jun-17,10:38:52,0,1,0,2,B
9119,03-Jun-17,10:38:52,0,1,0,2,B
9120,03-Jun-17,10:38:52,0,1,0,2,B
9121,03-Jun-17,10:38:52,0,1,0,2,B
9122,03-Jun-17,10:38:52,0,1,0,2,B
9123,03-Jun-17,10:38:53,0,1,0,2,B
9124,03-Jun-17,10:38:53,0,1,0,2,B
9125,03-Jun-17,10:38:53,0,1,0,2,B
9126,03-Jun-17,10:38:53,0,1,0,2,B
